0	586 194 627 731 
1	473 28 627 911 
1	499 122 613 847 
0	543 50 613 733 
1	478 89 620 746 
0	478 177 613 733 
1	594 41 615 831 
1	578 310 620 733 
0	369 173 604 726 
0	438 186 615 733 
1	371 141 615 729 
1	528 82 615 766 
1	438 278 613 875 
0	567 5 614 878 
0	514 330 615 920 
0	582 115 622 880 
1	522 316 620 759 
1	450 330 611 733 
1	340 85 620 647 
0	451 239 611 799 
0	459 33 629 632 
1	348 241 613 794 
0	593 220 613 855 
1	408 62 620 893 
0	461 192 627 811 
0	449 0 627 922 
0	508 283 614 733 
1	485 173 615 815 
1	439 246 620 799 
1	600 258 620 644 
1	587 147 627 758 
1	451 201 627 876 
1	370 325 615 660 
0	583 34 614 782 
0	539 241 613 696 
0	569 76 629 788 
0	537 0 627 799 
0	514 48 611 791 
1	393 302 620 870 
1	522 117 620 720 
0	363 102 629 708 
0	438 190 615 733 
1	598 329 613 691 
0	561 30 622 777 
1	368 17 620 706 
0	347 176 629 671 
1	343 8 620 733 
1	450 4 611 757 
1	576 46 604 726 
0	500 204 615 833 
0	468 25 615 921 
1	354 142 615 784 
1	458 247 627 802 
0	417 43 627 811 
0	374 95 616 733 
0	432 130 613 722 
1	384 183 620 746 
1	450 328 620 773 
1	494 15 627 793 
1	398 168 613 724 
0	556 0 627 799 
0	412 324 615 850 
1	594 188 620 818 
0	409 190 629 817 
0	401 0 627 851 
1	416 164 620 811 
1	551 222 620 754 
0	478 173 622 807 
0	396 32 627 760 
0	459 60 627 901 
0	338 29 622 662 
1	552 144 615 654 
0	335 0 613 811 
1	353 6 620 905 
1	401 185 613 733 
0	571 212 606 650 
1	352 42 613 640 
0	419 237 629 733 
1	555 20 628 836 
1	554 158 620 771 
1	491 253 620 799 
1	452 146 620 722 
1	436 68 613 886 
0	427 18 609 900 
1	594 218 614 735 
0	437 0 615 733 
1	517 159 613 828 
0	362 292 615 814 
0	570 88 627 699 
1	553 187 620 829 
0	402 140 630 920 
0	440 100 629 861 
1	529 0 620 870 
1	547 119 620 795 
0	544 221 628 780 
0	408 288 614 826 
1	566 300 620 733 
0	331 191 631 667 
1	343 320 620 765 
0	351 322 614 891 
0	367 118 615 805 
1	591 23 604 733 
0	528 82 613 821 
1	519 294 615 664 
0	462 112 622 733 
1	541 198 620 828 
0	446 128 606 712 
1	364 36 622 881 
1	488 319 620 733 
0	576 196 615 828 
0	336 192 627 811 
1	361 283 615 733 
0	407 148 615 921 
0	510 129 626 733 
0	451 109 615 679 
1	598 63 620 733 
1	565 218 622 685 
0	423 31 603 743 
0	370 163 615 905 
1	497 196 615 864 
0	350 243 611 678 
1	528 98 620 799 
1	370 321 620 860 
0	532 265 630 903 
1	561 165 620 897 
0	337 202 627 877 
1	444 116 615 779 
0	472 102 614 813 
0	373 192 607 811 
0	544 290 627 733 
1	352 228 627 697 
0	371 21 631 643 
1	559 284 615 733 
1	522 180 613 635 
1	354 224 613 733 
0	474 317 607 713 
1	396 220 614 870 
0	401 192 627 811 
0	368 185 627 811 
0	359 186 622 894 
0	366 87 613 820 
1	352 41 620 673 
1	503 56 620 772 
0	467 179 629 652 
0	486 121 613 634 
0	476 7 622 733 
1	533 263 615 733 
0	439 2 627 733 
0	447 143 622 733 
0	401 192 627 811 
0	524 217 606 695 
1	528 98 620 811 
0	540 269 615 874 
0	335 102 614 908 
